phrase,code
switch on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
switch Philips hue lamp in room 4.443 to on state .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
switch on power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn on power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
turn power on of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
set power on Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
Philips hue lamp in room 4.443 power on .,"philipshue(light, 4.443, None).writeProperty('power', 1);"
activate Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', on);"
deactivate Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', off);"
power up Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', on);"
power down Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', off);"
switch off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch Philips hue lamp in room 4.443 to off state .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch off power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off power of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn power off of Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
set power off Philips hue lamp in room 4.443 .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
Philips hue lamp in room 4.443 power off .,"philipshue(light, 4.443, None).writeProperty('power', 0);"
switch on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch Philips hue lamp in IoT lab to on state .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch on power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn on power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
turn power on of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
set power on Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
Philips hue lamp in IoT lab power on .,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
activate Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
deactivate Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
power up Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
power down Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
switch off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch Philips hue lamp in IoT lab to off state .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch off power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off power of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn power off of Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
set power off Philips hue lamp in IoT lab .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
Philips hue lamp in IoT lab power off .,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
switch on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
switch hue lamp in the kitchen to on state .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
switch on power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn on power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
turn power on of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
set power on hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
hue lamp in the kitchen power on .,"philipshue(light, kitchen, None).writeProperty('power', 1);"
activate hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', on);"
deactivate hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', off);"
power up hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', on);"
power down hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', off);"
switch off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch hue lamp in the kitchen to off state .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch off power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off power of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn power off of hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
set power off hue lamp in the kitchen .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
hue lamp in the kitchen power off .,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
switch Philips hue owned by Zhou to on state .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
switch on power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn on power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
turn power on of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
set power on Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
Philips hue owned by Zhou power on .,"philipshue(light, None, Zhou).writeProperty('power', 1);"
activate Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', on);"
deactivate Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', off);"
power up Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', on);"
power down Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', off);"
switch off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch Philips hue owned by Zhou to off state .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch off power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn off power of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
turn power off of Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
set power off Philips hue owned by Zhou .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
Philips hue owned by Zhou power off .,"philipshue(light, None, Zhou).writeProperty('power', 0);"
switch on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
switch Philips hue from Michael to on state .,"philipshue(light, None, Michael).writeProperty('power', 1);"
switch on power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn on power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
turn power on of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
set power on Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 1);"
Philips hue from Michael power on .,"philipshue(light, None, Michael).writeProperty('power', 1);"
activate Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', on);"
deactivate Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', off);"
power up Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', on);"
power down Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', off);"
switch off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch Philips hue from Michael to off state .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch off power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off power of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn power off of Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
set power off Philips hue from Michael .,"philipshue(light, None, Michael).writeProperty('power', 0);"
Philips hue from Michael power off .,"philipshue(light, None, Michael).writeProperty('power', 0);"
switch on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's Philips hue to on state .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
Daniel's Philips hue power on .,"philipshue(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', off);"
power up Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', on);"
power down Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's Philips hue to off state .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's Philips hue .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
Daniel's Philips hue power off .,"philipshue(light, None, Daniel).writeProperty('power', 0);"
switch Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of Philips hue lamp in room 4.443 to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify Philips hue lamp in room 4.443 color to white .,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
gradually adjust daniel's philips hue brightness to ninety percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
adjust daniel's philips hue gradually to ninety percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
decrease gradually the brightness of daniel's philips hue to ninety percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the brightness of daniel's philips' hue gradually to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the brightness of daniel's philips hue gradually to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce brightness of daniel's philips hue gradually to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the color of philips slowly to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce color slowly to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce philips' color slowly to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
slow down the hue of daniel philips to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the hue of daniel philips slowly to ninety percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
slow down the hue of daniel's philips to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the philips hue slowly to ninety percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the brightness of daniel's philips' hue slowly to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the brightness of daniel's philips hue slowly to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
decrease the hue of daniel philips gradually to ninety percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
gradually reduce daniel philips' hue to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the philips hue gradually to ninety percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
gradually reduce daniel's philips hue to ninety percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
the brightness of daniel philips's hue gradually decreased to 90 percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
daniel's philips hue gradually fades to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
gradually reduce daniel's philips hue to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
gradually reduce the hue of daniel philips to 90 percent brightness,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
reduce the hue of daniel philips gradually to ninety percent,"philipshue(light, None, Daniel).invokeAction('dim', 230);"
turn the lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 1);"
the light's on in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 1);"
the lamp is in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 1);"
the phillips lamp is in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 1);"
put a lamp in the room 4443,"philipshue(light, 4.443, None).writeProperty('power', 1);"
put the philips lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 1);"
activate the hue lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', on);"
disable the color light in the room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
disable the philips color lamp in the room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
deactivation of philips color lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
the deactivation of the philips color lamp in the room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
deactivation of philips's color lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
the deactivation of the philips hue lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
deactivation of the philips lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
deactivate the philips lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', off);"
put philips lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', on);"
place the philips lamp in 4443,"philipshue(light, 4.443, None).writeProperty('power', on);"
turn off the light in the room 4443,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn off philips lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 0);"
take out the lamp of philips in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 0);"
take out philips's lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('power', 0);"
the color lamp in the room 4443 is off,"philipshue(light, 4.443, None).writeProperty('power', 0);"
turn on the hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
switch the color lamp in the lab to on,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
put philips's hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
place a lamp in the lab of the iota,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
put the lamp in the lab of the iota,"philipshue(light, IoT_lab, None).writeProperty('power', 1);"
activate the color lamp in the lab iot,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
activate a hue lamp in the lab iot,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
disable the color lamp in the lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
deactivation of the hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
deactivate the color lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
remove philips's hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
deactivate the philips color lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
power up the philips hue lamp,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
iot lab - turn on the philips hue lamp,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
turn on the lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
put the philips hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
put the hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', on);"
turn off philips lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
the hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
philips' hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
turn off the lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', off);"
switch off the color lamp in the lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
turn off the hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
stop the hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
stop philips's hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
stop the philips lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
philips lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
the philips hue lamp in the iot lab,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
philips's hue lamp in the iot lab is off,"philipshue(light, IoT_lab, None).writeProperty('power', 0);"
light up the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
bring light into the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
the lights in the kitchen are on,"philipshue(light, kitchen, None).writeProperty('power', 1);"
lights are on in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
put color lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
put a lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
place the lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
the light bulb is in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
the light bulb is on in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
the bulb in the kitchen is on,"philipshue(light, kitchen, None).writeProperty('power', 1);"
in the kitchen the light is lit,"philipshue(light, kitchen, None).writeProperty('power', 1);"
the light is on in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 1);"
activate the lights in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', on);"
disable the light in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', off);"
the deactivation of the color lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', off);"
deactivation of the light in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', off);"
the deactivation of the lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', off);"
start a lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', on);"
start the color lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', on);"
power up the lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', on);"
in the kitchen the light is off,"philipshue(light, kitchen, None).writeProperty('power', off);"
put the color lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', off);"
power down the lamp in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', off);"
turn off color lamps in kitchen,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch off the lights in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 0);"
turn off the color light in the kitchen,"philipshue(light, kitchen, None).writeProperty('power', 0);"
switch the light in the kitchen to a state of off,"philipshue(light, kitchen, None).writeProperty('power', 0);"
change the color of philips owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', 1);"
zhou has the power of the philips hue,"philipshue(light, None, Zhou).writeProperty('power', 1);"
zhou owns the hue of the philips,"philipshue(light, None, Zhou).writeProperty('power', 1);"
the hue power of philips is owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', 1);"
the power of the hue of the philips is owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', 1);"
the hue of philips is owned by zhou power,"philipshue(light, None, Zhou).writeProperty('power', 1);"
the color of philips is owned by zhou power,"philipshue(light, None, Zhou).writeProperty('power', 1);"
deactivation of the color of philips owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', off);"
the deactivation of the hue of the philips owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', off);"
deactivate the color of philips owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', off);"
deactivation of the hue of philips owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', off);"
the deactivation of philips hue owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', off);"
take out the power from philips hue owned by zhou,"philipshue(light, None, Zhou).writeProperty('power', 0);"
change the colour of the michael philips,"philipshue(light, None, Michael).writeProperty('power', 1);"
change the color of michael's philips,"philipshue(light, None, Michael).writeProperty('power', 1);"
change the hue of michael philips,"philipshue(light, None, Michael).writeProperty('power', 1);"
activate the hue of michael philips,"philipshue(light, None, Michael).writeProperty('power', on);"
remove philips from michael,"philipshue(light, None, Michael).writeProperty('power', off);"
turn off michael philips's color,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off the color of michael philips,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off michael philips's hue,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off the michael's philips color,"philipshue(light, None, Michael).writeProperty('power', 0);"
turn off the philips color of michael,"philipshue(light, None, Michael).writeProperty('power', 0);"
michael's phillips color has been turned off,"philipshue(light, None, Michael).writeProperty('power', 0);"
the michael phillips hue is turned off,"philipshue(light, None, Michael).writeProperty('power', 0);"
the michael phillips color is off,"philipshue(light, None, Michael).writeProperty('power', 0);"
michael philips's hue is turned off,"philipshue(light, None, Michael).writeProperty('power', 0);"
change the color to daniel philips,"philipshue(light, None, Daniel).writeProperty('power', 1);"
put philips' light on,"philipshue(light, None, Daniel).writeProperty('power', 1);"
bring on the light of philips,"philipshue(light, None, Daniel).writeProperty('power', 1);"
activate the hue of philips,"philipshue(light, None, Daniel).writeProperty('power', on);"
remove daniel philips hue,"philipshue(light, None, Daniel).writeProperty('power', off);"
daniel's hue,"philipshue(light, None, Daniel).writeProperty('power', on);"
raise the tone of daniel philips,"philipshue(light, None, Daniel).writeProperty('power', on);"
the philippines daniel,"philipshue(light, None, Daniel).writeProperty('power', off);"
philips daniel,"philipshue(light, None, Daniel).writeProperty('power', off);"
turn off the colors of the philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off the color of philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off the phillips color of daniel,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off the color of daniel's philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
change the color of daniel's philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
change the colour of daniel's philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off daniel's philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off the hue of daniel,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off daniel's color,"philipshue(light, None, Daniel).writeProperty('power', 0);"
shut down philips's light,"philipshue(light, None, Daniel).writeProperty('power', 0);"
turn off the lights of philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
stop the color of daniel philips,"philipshue(light, None, Daniel).writeProperty('power', 0);"
change the lamp color in the room 4443 to white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change color of the lamp in the room 4443 to white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change the color lamp in room 4443 to white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change the color of the philips lamp in room 4443 to white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of the philips hue lamp in room 4443 to white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change color of the philips hue lamp in room 4443 to white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
i want the philips hue lamp in room 4443 white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
i want philips color lamp in room 4443 white,"philipshue(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
change the lamp color in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
change color of the lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
change the color lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
change the color of the philips lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of philips color lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
adjust color of the philips hue lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
change color of philips lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192})"
change color of the philips hue lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
convert the color of the philips color lamp in room 4443 to silver,"philipshue(light, 4.443, None).writeProperty('color', {red:192, green:192, blue:192});"
change color of the lamp in room 4443,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
change the lamp color in room 4443 to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
change the color lamp in room 4443 color to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
switch the color of the philips lamp in room 4443 to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
change the color of the philips lamp in room 4443 to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
change color of the philips lamp in room 4443 to grey,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
adjust the color of the philips lamp in room 4443 to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
change color of the philips hue lamp in room 4443 to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
convert the color of the philips color lamp in room 4443 to grey,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
convert the color of the philips lamp in room 4443 to gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
i want a gray color on the philips color lamp in the room 4443,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
i want a philips color lamp 4443 gray,"philipshue(light, 4.443, None).writeProperty('color', {red:128, green:128, blue:128});"
