phrase,code
switch on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
switch govee lamp in room 4.443 to on state .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
switch on power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn on power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
turn power on of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
set power on govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
govee lamp in room 4.443 power on .,"goveelamp(light, 4.443, None).writeProperty('power', 1);"
activate govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', on);"
deactivate govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', off);"
power up govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', on);"
power down govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', off);"
switch off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch govee lamp in room 4.443 to off state .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch off power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn off power of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
turn power off of govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
set power off govee lamp in room 4.443 .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
govee lamp in room 4.443 power off .,"goveelamp(light, 4.443, None).writeProperty('power', 0);"
switch on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
switch govee lamp in IoT lab to on state .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
switch on power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn on power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
turn power on of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
set power on govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
govee lamp in IoT lab power on .,"goveelamp(light, IoT_lab, None).writeProperty('power', 1);"
activate govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', on);"
deactivate govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', off);"
power up govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', on);"
power down govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', off);"
switch off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch govee lamp in IoT lab to off state .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch off power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn off power of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
turn power off of govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
set power off govee lamp in IoT lab .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
govee lamp in IoT lab power off .,"goveelamp(light, IoT_lab, None).writeProperty('power', 0);"
switch on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
switch govee lamp in the kitchen to on state .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
switch on power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn on power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
turn power on of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
set power on govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
govee lamp in the kitchen power on .,"goveelamp(light, kitchen, None).writeProperty('power', 1);"
activate govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
deactivate govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
power up govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', on);"
power down govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', off);"
switch off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch govee lamp in the kitchen to off state .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch off power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn off power of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
turn power off of govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
set power off govee lamp in the kitchen .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
govee lamp in the kitchen power off .,"goveelamp(light, kitchen, None).writeProperty('power', 0);"
switch on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch govee lamp owned by Zhou to on state .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
switch on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn on power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
turn power on of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
set power on govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
govee lamp owned by Zhou power on .,"goveelamp(light, None, Zhou).writeProperty('power', 1);"
activate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
deactivate govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
power up govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', on);"
power down govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', off);"
switch off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch govee lamp owned by Zhou to off state .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn off power of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
turn power off of govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
set power off govee lamp owned by Zhou .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
govee lamp owned by Zhou power off .,"goveelamp(light, None, Zhou).writeProperty('power', 0);"
switch on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch govee lamp from Michael to on state .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
switch on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn on power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
turn power on of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
set power on govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
govee lamp from Michael power on .,"goveelamp(light, None, Michael).writeProperty('power', 1);"
activate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
deactivate govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
power up govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', on);"
power down govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', off);"
switch off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch govee lamp from Michael to off state .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn off power of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
turn power off of govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
set power off govee lamp from Michael .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
govee lamp from Michael power off .,"goveelamp(light, None, Michael).writeProperty('power', 0);"
switch on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch Daniel's govee lamp to on state .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
switch on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn on power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
turn power on of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
set power on Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
Daniel's govee lamp power on .,"goveelamp(light, None, Daniel).writeProperty('power', 1);"
activate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
deactivate Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
power up Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', on);"
power down Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', off);"
switch off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch Daniel's govee lamp to off state .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn off power of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
turn power off of Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
set power off Daniel's govee lamp .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
Daniel's govee lamp power off .,"goveelamp(light, None, Daniel).writeProperty('power', 0);"
switch govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
switch color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
set color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
update govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
adjust color of govee lamp in room 4.443 to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255});"
modify govee lamp in room 4.443 color to white .,"goveelamp(light, 4.443, None).writeProperty('color', {red:255, green:255, blue:255})"
lower the hue of govee owned by zhou slowly to ten percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 25);"
reduce the brightness of the color govee owned by zhou slowly to 10 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 25);"
reduce the brightness of govee color owned by zhou slowly to 10 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 25);"
gradually adjust the color govee owned by zhou,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust the brightness of the govee color owned by zhou slowly to 20 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust brightness of the govee lamp owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust brightness of the hue of govee owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust the brightness of govee lamp owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust the govee lamp of zhou gradually to twenty percent of the brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust govee lamp gradually to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust zhou's govee lamp gradually to 20 percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust the color of the zhou govee gradually to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust zhou's govee gradually to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce gradually the brightness of the govee color owned by zhou,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the brightness of govee lamp owned by zhou gradually to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the color of the govee owned by zhou slowly to 20 percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce govee lamp slowly to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
slowly reduce the govee lamp owned by zhou to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the luminosity of the govee lamp owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the brightness of govee lamp owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the hue of govee owned by zhou gradually to 20 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce govee lamp owned by zhou gradually to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
lower the hue of govee owned by zhou slowly to twenty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
the govee lamp owned by zhou slowly fades to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the luminosity of the govee color owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
reduce the brightness of govee color owned by zhou slowly to twenty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 50);"
adjust the brightness of the govee color owned by zhou slowly to quarter,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
adjust the govee lamp of zhou slowly to a quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
adjust govee lamp gradually to quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
gradually adjust the govee lamp owned by zhou's brightness to a quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
slowly reduce the luminosity of the govee lamp owned by zhou,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce the brightness of the govee color owned by zhou gradually to quarter,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce the color of the govee owned by zhou slowly to a quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
slowly reduce the hue of govee owned by zhou to a quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce zhou's govee lamp slowly to quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
slowly reduce the govee lamp owned by zhou to quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce the brightness of the govee color owned by zhou slowly to quarter,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce gradually the hue of govee owned by zhou to a quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce govee lamp gradually to quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce the hue of govee owned by zhou gradually to quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
reduce govee lamp slowly to quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
the bright hue of the govee of zhou slowly fades to quarter,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
gradually fade the hue of govee owned by zhou to a quarter brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 64);"
the color of the govee owned by zhou is dim to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust the brightness of the govee color owned by zhou slowly to 30 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust brightness of the govee lamp owned by zhou slowly to thirty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust brightness of the hue of govee owned by zhou slowly to thirty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust the brightness of govee lamp owned by zhou slowly to thirty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust the govee lamp of zhou gradually to 30 percent of the brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust govee lamp gradually to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the brightness of govee lamp owned by zhou gradually to thirty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce govee owned by zhou slowly to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the color of the govee owned by zhou slowly to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce govee lamp slowly to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
slowly reduce the govee lamp owned by zhou to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the brightness of govee lamp owned by zhou slowly to thirty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the hue of govee owned by zhou gradually to 30 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce govee lamp owned by zhou gradually to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
lower the hue of govee owned by zhou slowly to thirty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce brightness of the color of govee owned by zhou slowly to 30 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the brightness of govee color owned by zhou slowly to 30 percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
the govee lamp owned by zhou slowly fades to thirty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust the govee lamp of zhou slowly to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
adjust govee lamp gradually to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
slowly reduce the hue of govee owned by zhou to one third,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the color of the govee owned by zhou slowly to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the hue of govee owned by zhou slowly to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce zhou's govee lamp slowly to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the brightness of the govee color owned by zhou slowly to a third,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce govee lamp slowly to a third,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
gradually reduce govee lamp owned by zhou to one third of its brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce gradually the hue of govee owned by zhou to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the hue of govee owned by zhou gradually to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce govee lamp owned by zhou gradually to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
the govee lamp owned by zhou slowly fades to a third,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce the brightness of the color govee owned by zhou slowly to one third,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
the hue of govee owned by zhou gradually fades to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
govee lamp owned by zhou gradually fades to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
the govee lamp owned by zhou slowly fades down to a third brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 75);"
reduce zhou's govee lamp slowly to fourty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
reduce govee lamp slowly to fourty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
reduce zhou's govee lamp gradually to fourty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
reduce the hue of govee owned by zhou gradually to fourty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
the brightness of the govee lamp owned by zhou was gradually reduced to fourty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
a gradual reduction in the brightness of the govee lamp owned by zhou,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
the govee lamp owned by zhou slowly fades to fourty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 100);"
adjust the brightness of the govee color owned by zhou slowly to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
adjust brightness of the govee lamp owned by zhou slowly to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
adjust brightness of the hue of govee owned by zhou slowly to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
adjust the brightness of govee lamp owned by zhou slowly to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
gradually adjust zhou's govee lamp to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
gradually adjust the govee lamp of zhou's brightness to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the brightness of govee lamp owned by zhou gradually to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee owned by zhou slowly to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the color of the govee owned by zhou slowly to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee lamp slowly to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the brightness of govee lamp owned by zhou slowly to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the brightness of the govee color owned by zhou slowly to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the hue of govee owned by zhou gradually to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee lamp owned by zhou gradually to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
the brightness of the govee lamp owned by zhou gradually decreased to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
lower the hue of govee owned by zhou slowly to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
the govee lamp owned by zhou slowly fades to fifty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee owned by zhou gradually to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the color of the govee owned by zhou gradually to fifty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
adjust the brightness of the govee color owned by zhou slowly to half,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
adjust brightness of the govee lamp owned by zhou slowly to half,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the brightness of govee lamp owned by zhou gradually to half,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the hue of zhou's govee slowly to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
slowly reduce zhou's govee lamp to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
slowly reduce the hue of govee owned by zhou to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
slowly reduce govee lamp owned by zhou to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the brightness of the govee color owned by zhou slowly to half,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
gradually reduce govee lamp owned by zhou to half the brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee lamp gradually to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee owned by zhou slowly to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the color of the govee owned by zhou slowly to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
lower the hue of govee owned by zhou slowly to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
the bright govee lamp owned by zhou slowly fades to half,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce govee owned by zhou gradually to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
reduce the color of the govee owned by zhou gradually to half brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 127);"
adjust brightness of the govee lamp owned by zhou slowly to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
adjust brightness of the hue of govee owned by zhou slowly to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
adjust the brightness of govee lamp owned by zhou slowly to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
adjust the govee lamp of zhou gradually to 60 percent of the brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
adjust govee lamp gradually to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
reduce the brightness of govee lamp owned by zhou gradually to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
reduce govee lamp slowly to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
slowly reduce the govee lamp owned by zhou to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
reduce the brightness of govee lamp owned by zhou slowly to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
reduce govee lamp owned by zhou gradually to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
reduce govee owned by zhou slowly to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
reduce the color of the govee owned by zhou slowly to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
lower the hue of govee owned by zhou slowly to sixty percent brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
zhou's color fades slowly to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
the govee lamp owned by zhou slowly fades to sixty percent,"goveelamp(light, None, Zhou).invokeAction('dim', 150);"
adjust the brightness of govee lamp owned by zhou slowly to two thirds,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
adjust the brightness of the govee color owned by zhou slowly to two thirds,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
adjust brightness of the hue of govee owned by zhou slowly to two thirds,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
adjust the govee lamp of zhou slowly to two thirds of the brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
adjust govee lamp gradually to two thirds of brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
gradually reduce the luminosity of the govee lamp owned by zhou to two thirds,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
reduce the brightness of govee lamp owned by zhou gradually to two thirds,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
slowly reduce the hue of govee owned by zhou to two thirds of the brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
reduce the color of the govee owned by zhou slowly to two thirds brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
slowly reduce the hue of govee owned by zhou to two thirds brightness,"goveelamp(light, None, Zhou).invokeAction('dim', 170);"
